"student.no","program","stats.exp","stats.anx","expected.grade","cat.dog","aus.animal","height","video.games","pathogen1","pathogen2","pathogen3","pathogen4","pathogen5","pathogen6","pathogen7","introversion1","introversion2","introversion3","introversion4","introversion5","introversion6","introversion7","introversion8","introversion9","introversion10","introversion11","introversion12","introversion13","introversion14","introversion15","introversion16","introversion17","introversion18","pre.drink","post.drink","exercise.attitude.1","exercise.attitude.2","exercise.attitude.3","exercise.attitude.4","exercise.attitude.5","exercise.attitude.6","exercise.attitude.7","exercise.attitude.8","exercise.attitude.9","exercise.attitude.10","exercise.attitude.11","exercise.attitude.12","exercise.attitude.13","exercise.attitude.14","exercise.attitude.15","exercise.attitude.16","exercise.attitude.17","exercise.attitude.18","exercise.attitude.19","exercise.intention.1","exercise.intention.2","exercise.intention.3","exercise.intention.4","exercise.intention.5","exercise.intention.6","exercise.intention.7","exercise.intention.8","exercise.intention.9","exercise.intention.10","exercise.intention.11","exercise.control.1","exercise.control.2","exercise.control.3","exercise.norms.1","exercise.norms.2","exercise.norms.3","exercise.norms.4","exercise.norms.5","exercise.norms.6","exercise.behaviour.1","exercise.behaviour.2","exercise.behaviour.3","exercise.behaviour.4","exercise.behaviour.5","exercise.behaviour.6","exercise.behaviour.7","exercise.behaviour.8","exercise.behaviour.9","exercise.behaviour.10","exercise.behaviour.11","support.1","support.2","support.3","support.4","support.5","support.6","support.7","support.8","support.9","support.10","support.11","support.12","stress.1","stress.2","stress.3","stress.4","stress.5","stress.6","stress.7","stress.8","stress.9","stress.10","stress.11","stress.12","stress.13","stress.14","stars.1","stars.2","stars.3","stars.4","stars.5","stars.6","stars.7","stars.8","stars.9","stars.10","stars.11","stars.12","stars.13","stars.14","stars.15","stars.16","stars.17","stars.18","stars.19","stars.20","stars.21","stars.22","stars.23","stars.24","stars.25","stars.26","stars.27","stars.28","stars.29","stars.30","stars.31","stars.32","stars.33","stars.34","stars.35","stars.36","stars.37","stars.38","stars.39","stars.40","stars.41","stars.42","stars.43","stars.44","stars.45","stars.46","stars.47","stars.48","stars.49","stars.50","stars.51","male1","male2","male3","female1","female2","female3"
62795713,"Conversion MSc","1","6","65","cat","platypus","160","No","6","1","2","3","3","4","1","4","3","2","5","2","2","2","3","4","2","3","2","1","3","4","2","2","2","2","2","1","-1","-1","1","-1","","-1","1","1","1","1","2","1","1","0","-1","1","0","0","0","1","1","0","1","0","-3","0","1","-1","1","4","2","2","-3","-3","-3","-3","-3","-3","0","0","4","0","0","0","2","4","4","6","5","7","7","7","7","7","7","7","7","7","7","7","7","1","1","3","4","4","4","3","2","4","3","1","3","3","2","4","4","4","4","3","2","5","5","2","5","4","4","4","5","5","3","3","4","3","4","4","3","3","1","3","1","1","1","1","1","3","1","1","2","1","4","2","3","4","2","1","1","3","3","2","2","2","3","1","1","2","4","5","4","7","7","8"
63786931,"Conversion MSc","5","2","70","dog","wombat","188","Yes","6","0","1","3","4","1","2","2","4","4","5","2","4","2","2","1","2","3","5","4","3","4","2","4","1","10","10","1","-1","0","3","-1","0","3","0","3","-3","1","3","1","3","-1","-1","0","2","0","1","0","1","1","0","-1","0","1","2","0","1","6","4","4","-1","-1","-1","1","1","1","4","4","0","0","0","1","0","4","4","5","6","7","7","6","6","7","4","4","6","4","7","6","4","3","3","3","3","3","2","2","2","4","2","2","3","3","2","3","2","1","2","3","3","4","4","1","4","4","2","4","3","4","1","3","1","1","5","1","3","1","2","1","2","1","2","1","4","1","1","2","1","1","2","2","1","2","1","1","1","2","2","2","1","2","2","2","1","1","4","6","5","6","3","4"
63913822,"Conversion MSc","5","7","62","both","koala","181","Yes","6","0","4","6","5","4","6","4","3","4","4","4","4","2","3","3","3","2","4","4","3","2","3","4","2","10","10","3","3","-1","3","0","-1","3","0","3","3","0","1","1","3","3","1","0","1","1","3","-3","3","3","-3","3","-3","3","3","-3","3","4","4","6","-1","1","1","3","3","3","4","6","4","2","0","4","2","4","4","6","6","4","3","6","6","3","6","6","3","6","3","6","6","3","3","4","2","1","2","2","3","3","2","4","3","2","4","3","2","4","3","3","3","3","4","1","4","4","4","3","3","4","4","2","3","4","3","3","3","4","1","1","1","1","1","1","1","1","1","2","1","1","2","1","1","1","1","1","1","1","1","3","1","1","3","1","1","1","5","6","4","6","5","5"
65218750,"Health MSc","2","8","55","neither","wombat","170","No","6","1","4","1","1","3","1","4","3","2","4","3","3","2","2","4","2","2","4","2","2","4","2","4","3","4","6","1","0","-2","1","0","0","1","0","0","-1","-2","1","0","1","0","-1","1","-2","-1","-1","-2","0","-1","-2","-2","-3","0","-1","-2","-1","4","3","4","0","1","-2","1","1","1","6","2","0","6","0","0","0","6","2","5","6","7","7","7","7","7","7","7","7","7","7","7","7","2","1","4","2","1","1","2","2","2","2","1","4","3","1","4","3","4","4","3","4","3","5","4","5","3","4","4","3","3","3","4","5","3","4","4","4","4","1","5","1","1","1","1","1","3","1","1","3","1","2","2","5","3","1","1","1","3","1","1","5","1","4","1","1","5","5","4","4","4","5","5"
65500031,"Health MSc","4","3","83","both","kangaroo","157.4","No","5","5","5","5","5","6","6","","4","2","2","4","2","4","2","3","3","4","2","4","4","5","3","2","4","","0","3","3","-3","3","2","-2","3","2","3","3","2","3","3","3","3","3","3","0","2","3","-3","3","3","3","2","-3","3","3","-3","3","6","6","6","-1","-2","0","3","0","3","6","6","0","0","3","0","6","6","6","6","6","7","7","7","7","7","7","7","7","7","7","5","7","2","3","2","3","3","4","3","1","2","3","2","3","3","1","4","1","1","1","1","1","2","4","1","5","2","","2","1","4","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","2","1","1","1","1","1","1","1","1","5","5","1","3","5","3"
65562448,"Conversion MSc","3","4","78","dog","koala","179","Yes","5","1","4","4","3","5","4","3","4","2","4","2","2","4","4","2","1","4","2","1","4","2","3","2","2","0","0","2","1","-3","2","1","1","1","0","2","0","1","3","1","3","1","1","0","0","2","-1","-1","3","1","2","-1","0","0","1","1","3","5","6","0","-3","-3","-3","1","1","1","0","2","0","0","0","0","6","2","3","6","6","6","6","6","6","6","3","3","4","6","7","6","4","1","0","1","3","3","4","3","0","3","3","1","4","3","0","2","2","1","2","1","2","2","2","1","2","4","1","1","4","3","1","1","1","2","2","2","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","1","1","1","1","1","4","7","3","4","3","2"
67335799,"Conversion MSc","2","4","78","cat","kangaroo","165","Yes","5","3","3","4","4","4","3","3","3","5","3","3","3","5","5","2","2","3","4","3","3","4","3","3","3","0","","1","0","0","1","1","1","1","1","0","1","1","2","2","1","1","0","","2","1","2","0","2","2","0","0","0","2","2","0","2","3","3","3","1","1","1","1","1","1","5","3","5","3","5","3","5","3","3","5","5","7","7","7","7","7","7","7","7","7","7","7","7","2","2","1","3","3","3","3","1","3","3","1","3","2","3","4","3","3","3","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","3","1","1","1","1","1","1","3","1","1","3","3","1","3","1","1","2","2","2","2","2","1","1","1","1","1","4","5","3","4","4","3"
71619637,"Conversion MSc","1","9","50","both","echidna","158","No","6","3","5","0","6","3","1","4","5","5","4","5","2","2","4","1","5","3","5","4","5","2","4","4","4","","","3","3","-3","3","3","0","3","3","3","3","3","3","3","3","3","1","3","3","3","3","-3","3","3","3","3","-3","0","3","-3","3","6","3","3","-3","3","-3","3","3","3","6","6","0","6","6","0","0","6","6","6","6","1","1","7","4","1","4","4","4","7","1","6","6","3","3","4","3","1","2","2","1","4","2","2","4","4","1","5","4","4","5","5","4","5","5","1","5","4","5","4","5","5","4","1","4","4","5","5","5","4","3","5","3","1","2","1","1","5","1","3","5","1","5","5","5","4","5","2","3","1","1","5","1","1","2","3","2","5","3","5","7","7","7","7"
72573076,"Health MSc","6","3","70","cat","platypus","172.72","Yes","5","2","4","3","4","0","3","4","4","4","4","2","3","3","2","4","4","4","4","1","3","4","3","3","3","","","2","3","2","2","2","-1","2","2","3","2","-1","2","2","3","2","2","1","2","2","2","-3","2","2","0","2","-3","2","2","-3","2","4","3","5","0","2","-3","2","2","2","4","5","1","2","2","5","0","4","3","5","5","6","6","6","6","6","6","6","7","6","6","6","6","2","1","2","3","3","3","3","3","2","3","3","2","3","1","3","2","2","2","1","1","3","4","3","2","3","2","3","2","4","1","2","2","3","2","2","3","2","1","2","2","2","2","2","2","2","1","1","2","2","4","1","1","3","1","1","1","2","2","2","1","2","1","1","2","1","7","7","4","3","4","3"
73223563,"Health MSc","2","7","65","cat","platypus","166","No","6","3","2","2","4","2","4","3","4","3","4","4","3","4","4","3","3","3","4","2","4","4","3","2","2","14","14","3","2","-1","3","3","-1","3","3","3","3","-1","3","3","3","3","0","-1","3","3","3","1","3","3","0","3","0","2","3","1","3","5","4","4","-1","0","0","0","2","3","1","0","2","1","3","4","1","1","3","2","5","7","6","6","6","6","6","6","6","6","6","6","6","1","4","3","3","3","3","3","2","3","3","1","3","1","2","3","2","1","2","3","1","5","4","1","3","4","1","3","3","2","1","1","1","1","3","2","1","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","2","1","1","2","1","1","1","5","5","4","4","3","4"
73675846,"Conversion MSc","3","4","100","dog","koala","152","Yes","6","0","4","6","6","0","4","3","4","2","4","4","2","4","4","4","4","5","3","3","4","3","3","2","3","2","3","3","3","3","3","2","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","3","3","-3","1","-3","3","3","1","3","4","3","3","3","3","1","3","1","3","6","0","3","0","0","0","0","4","5","4","3","7","7","7","7","7","7","7","7","7","7","6","7","3","0","1","3","4","4","3","2","2","3","2","4","3","2","4","5","1","3","5","4","5","5","4","4","5","5","3","5","3","1","3","1","1","3","5","1","1","1","5","1","1","2","1","1","3","1","1","2","1","1","2","5","5","1","1","1","5","1","4","3","3","4","1","1","3","4","5","5","5","6","6"
73841280,"Conversion MSc","7","5","75","both","wombat","160","Yes","5","5","5","6","6","6","1","3","4","4","4","3","3","2","2","4","2","3","2","2","3","4","3","3","3","0","0","1","0","0","1","0","0","-1","0","1","0","1","1","1","2","0","-2","1","0","-1","2","0","2","1","1","0","0","2","1","0","2","3","2","2","3","3","0","2","0","1","0","2","2","0","0","4","5","0","1","3","","6","7","6","6","6","6","6","6","7","6","5","6","2","1","1","2","3","4","4","1","2","3","2","3","2","1","4","3","1","3","3","3","3","4","3","4","3","2","3","2","4","1","2","3","1","3","2","3","2","2","3","2","2","3","1","2","3","2","2","3","2","3","3","2","3","3","1","1","2","3","3","2","2","3","2","1","2","7","7","7","7","7","6"
74575135,"Other Research MSc","7","4","65","dog","koala","155","No","5","3","2","2","4","3","3","4","4","2","4","2","2","4","2","2","2","4","4","2","4","2","2","4","2","10","10","1","0","-2","1","1","-2","1","-1","1","1","1","1","1","1","0","0","1","1","1","0","0","0","0","0","0","-3","1","0","0","0","3","3","4","-3","-1","-3","-1","-1","-1","0","2","4","0","0","6","4","0","0","4","6","6","6","6","6","6","6","6","5","6","6","6","6","2","3","2","3","3","2","2","2","3","3","3","3","3","2","2","2","2","3","3","3","4","3","2","3","3","1","3","2","3","3","2","1","1","3","2","2","1","1","1","2","1","2","2","2","1","2","1","2","1","1","2","2","4","1","1","1","3","4","4","1","1","3","1","1","2","4","6","2","2","4","5"
74576610,"Other Research MSc","5","6","65","dog","platypus","175","No","2","0","2","2","3","2","4","2","5","5","4","4","4","4","4","3","5","3","4","4","4","5","3","2","4","10","10","2","-1","0","3","2","-1","2","2","1","2","2","3","2","3","0","-3","1","2","0","2","0","2","0","0","1","0","3","1","0","3","4","3","3","-3","-3","-1","1","1","2","4","0","2","0","4","0","4","2","4","5","5","7","7","7","6","7","7","6","5","7","7","6","6","3","2","4","2","2","3","2","2","1","1","3","3","3","2","3","3","4","3","5","2","4","5","2","4","5","5","3","2","2","3","1","3","3","3","2","4","3","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","6","6","5","4","5","7"
77013879,"Health MSc","5","6","55","both","wombat","","No","5","2","3","3","4","1","4","5","3","3","2","2","2","4","1","2","2","3","4","3","3","2","1","4","1","","","2","1","-2","3","0","-2","3","0","2","-1","1","3","0","3","1","0","1","1","0","0","-3","3","1","0","3","-3","1","3","-3","3","4","3","4","-3","-1","-3","1","1","1","4","2","0","6","0","2","0","4","3","6","6","4","2","7","5","4","7","5","2","6","5","2","6","4","2","3","3","4","3","3","1","3","3","1","4","3","2","4","1","5","1","2","1","2","5","1","5","2","3","3","1","5","4","3","1","5","3","1","4","4","2","3","1","2","1","1","1","2","1","1","1","2","2","1","3","3","1","1","1","1","3","3","2","2","3","2","1","3","5","5","5","5","5","5"
77481805,"Health MSc","6","8","81","neither","koala","155","No","6","4","4","4","5","6","5","4","4","2","4","2","2","3","3","4","3","5","5","2","3","4","3","5","2","0","","3","3","-1","2","1","-1","2","3","3","3","2","3","3","2","3","2","2","1","2","0","2","3","3","3","3","-3","1","3","3","2","5","3","4","0","-1","2","3","2","3","2","6","2","2","3","4","2","2","2","3","6","5","5","6","5","5","5","4","6","6","6","6","7","1","2","3","2","2","2","3","2","2","2","0","2","3","1","4","4","3","3","3","4","4","4","4","4","3","4","3","3","5","3","3","1","2","4","4","3","2","3","3","3","1","3","2","2","3","1","2","3","1","2","3","4","4","3","2","2","3","2","4","3","2","4","2","2","3","4","5","4","4","6","5"
77537734,"Other Research MSc","4","9","60","cat","platypus","","Yes","6","3","6","6","4","6","2","2","4","4","4","4","3","1","4","4","4","3","4","3","3","4","4","4","4","10","12","1","0","3","1","0","-3","-1","1","1","-3","0","2","-2","1","-3","-3","1","-3","-3","3","0","3","0","0","-1","-3","3","3","0","3","6","2","3","1","3","-3","3","0","3","0","0","0","0","0","4","0","0","0","4","4","5","6","5","3","5","5","6","5","6","7","3","6","4","3","4","2","1","2","2","1","3","1","3","3","3","1","5","5","4","5","5","3","5","5","2","5","5","5","4","1","5","5","3","1","5","5","5","5","5","3","5","2","2","3","2","1","4","1","1","5","5","5","4","5","2","5","1","2","5","3","4","2","1","2","2","2","5","2","6","3","3","3","6"
77797749,"Other Research MSc","6","7","60","dog","kangaroo","155","Yes","3","5","4","3","5","6","4","2","4","5","2","4","4","4","4","4","3","3","4","1","4","5","2","4","4","0","0","0","0","2","1","0","-1","0","1","3","0","-1","1","0","3","1","-3","-3","0","0","2","-1","2","-1","-1","-1","-1","2","-1","-1","2","5","2","4","0","0","2","2","2","2","0","0","0","0","0","0","0","0","0","0","4","7","7","6","6","7","6","6","6","6","6","6","6","1","1","4","1","2","1","2","1","1","2","1","4","4","0","4","2","2","3","2","2","5","4","1","5","2","4","3","2","4","2","5","2","2","4","2","1","2","1","2","1","1","2","1","1","2","1","1","4","1","1","2","4","2","1","1","1","2","4","4","4","2","2","1","1","2","4","6","4","4","7","6"
78504937,"Other Research MSc","6","7","60","cat","platypus","183","Yes","4","2","2","0","5","2","0","2","4","4","2","5","2","4","5","4","4","4","4","2","4","4","3","4","5","","","1","0","1","3","1","0","0","0","1","1","1","3","1","3","-1","-1","1","2","1","1","1","1","1","1","1","-3","1","-1","1","1","3","2","2","3","1","3","3","1","1","0","0","0","0","0","0","0","0","0","4","6","6","6","6","6","7","6","6","6","6","7","6","6","3","2","3","4","3","4","3","2","4","3","3","3","4","2","3","1","1","3","2","1","4","5","1","4","3","2","4","1","4","1","1","1","1","2","2","2","1","1","2","1","2","1","1","1","4","1","1","4","2","4","2","4","2","2","1","1","4","3","3","1","1","1","2","1","4","4","6","4","4","6","7"
78613846,"Health MSc","5","7","62","dog","kangaroo","167.64","No","6","4","5","6","6","5","6","3","4","4","4","5","4","3","5","4","4","3","4","3","4","4","4","4","4","12","12","3","3","1","2","1","0","2","1","2","0","-1","1","1","3","1","1","0","1","1","3","-1","3","-1","-1","-1","-3","3","-1","0","3","6","3","4","-1","0","0","3","0","3","6","2","5","5","0","2","1","6","5","3","6","6","6","7","6","7","6","6","6","6","7","6","6","2","1","3","3","2","2","2","4","2","2","2","3","3","3","4","3","2","4","2","3","4","4","1","5","4","2","3","3","4","2","5","2","3","4","3","4","1","3","3","2","2","3","2","1","4","1","2","4","2","4","3","3","4","2","2","2","2","3","4","1","2","4","2","2","2","2","5","2","2","4","4"
79947580,"Conversion MSc","1","3","85","dog","wombat","173","No","5","0","3","2","4","2","3","1","5","4","4","4","4","3","3","2","5","5","1","4","5","4","3","2","3","1","1","3","3","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","0","2","2","3","2","2","-3","2","3","2","3","6","6","6","3","3","3","3","3","3","6","4","2","0","2","4","1","6","6","6","6","4","6","6","6","6","6","6","6","6","4","7","6","1","1","2","3","3","3","3","0","3","3","1","3","3","2","4","3","1","2","3","1","2","4","1","1","2","1","2","1","2","1","1","3","1","4","3","4","1","1","3","1","1","1","1","1","1","1","1","1","1","1","3","1","2","1","1","1","1","4","1","1","1","1","1","1","1","7","6","7","5","8","2"
80345707,"Other Research MSc","4","7","65","dog","koala","170","No","6","1","6","6","5","6","6","2","4","4","2","4","5","4","5","5","5","3","5","4","4","5","5","5","3","16","18","1","1","-3","2","1","-1","2","1","1","1","-2","3","3","1","0","-2","0","1","0","3","0","3","3","0","3","-3","3","-1","-1","3","6","4","3","3","3","-2","3","3","3","5","0","0","6","0","6","0","4","0","5","6","7","7","7","6","7","7","7","5","7","7","6","7","4","3","4","3","2","3","2","3","3","3","4","4","2","3","3","4","5","3","4","4","5","5","4","5","5","4","5","2","5","3","3","5","4","5","4","4","3","1","5","1","1","1","1","1","2","1","1","1","1","1","3","2","5","2","1","1","3","4","3","1","1","3","1","1","2","4","3","3","6","5","4"
80754058,"Conversion MSc","7","6","81","cat","koala","159","No","4","1","4","6","4","3","5","3","4","3","4","3","2","4","2","4","4","4","3","2","4","4","3","4","3","1","1","2","1","0","3","1","1","3","2","2","3","2","3","2","3","2","0","2","1","1","1","-3","2","3","1","2","-3","3","3","0","0","5","3","4","-3","1","-2","3","1","0","0","4","2","2","6","0","2","3","4","5","6","5","6","6","5","6","6","6","3","4","6","5","5","2","2","3","3","4","3","2","2","3","3","3","4","3","3","3","4","3","3","4","3","3","4","3","3","3","3","4","3","3","4","2","2","4","4","3","2","3","2","1","1","1","2","1","1","1","1","1","1","1","3","2","1","2","1","1","1","2","2","1","2","2","2","2","1","1","5","5","4","5","5","4"
81384538,"Conversion MSc","3","3","65","both","koala","174","Yes","5","2","2","2","3","3","2","3","4","2","3","3","2","3","5","1","1","4","2","3","3","3","3","2","2","2","2","-1","-1","-2","0","-2","-3","-3","-2","0","-2","-2","2","-3","0","-1","-1","-3","-1","-1","-3","-1","-3","-1","-1","-1","-3","-1","-1","-1","-1","6","3","0","-2","-2","-2","-2","-2","-2","0","0","0","0","0","0","0","0","0","0","5","1","3","6","6","1","4","","4","5","4","2","5","0","1","1","2","3","4","2","3","3","4","1","2","3","1","3","3","2","3","2","3","2","3","1","3","3","3","3","2","3","3","2","2","3","4","2","4","3","2","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","5","5","4","4","4","4"
82880125,"Other Research MSc","5","3","70","dog","koala","153","Yes","2","1","4","4","6","3","4","3","4","3","2","2","5","2","2","1","4","5","4","3","4","4","3","2","2","3","3","1","1","-2","0","-2","0","1","-1","1","-2","0","1","1","2","-1","-1","-2","-3","-2","-3","-2","-1","1","-2","2","-3","-3","3","-1","-2","4","3","3","1","1","0","1","-1","0","0","0","4","0","4","0","0","0","0","5","6","7","7","6","5","7","7","7","5","7","7","7","7","4","2","4","3","3","3","2","3","1","2","4","4","2","4","2","3","4","2","1","2","4","3","1","3","1","1","2","2","2","3","2","1","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","5","5","5"
83604861,"Health MSc","6","5","60","dog","koala","168","Yes","2","2","2","4","3","2","3","2","5","4","2","4","5","2","4","4","2","3","4","2","4","4","4","4","2","10","10","0","1","-1","0","-1","-1","-1","1","1","1","1","1","1","1","-1","-1","1","0","-1","2","-3","1","1","-2","0","1","2","1","-2","2","6","4","4","2","2","0","1","1","2","1","3","0","0","1","0","0","0","2","2","5","6","6","7","3","6","6","6","3","6","6","6","5","4","3","3","3","2","2","1","2","1","2","4","3","3","2","4","4","4","3","3","2","5","5","1","4","3","3","2","3","3","4","1","3","3","3","4","2","3","2","2","3","1","4","1","1","2","1","2","2","1","2","4","4","1","1","1","1","1","2","3","1","2","3","1","1","3","2","6","6","2","7","5"
83704950,"Conversion MSc","8","2","91","dog","koala","163","No","6","1","4","1","4","2","4","1","5","2","5","4","2","5","4","2","1","5","2","4","5","1","4","1","4","10","12","3","3","1","3","1","3","3","3","3","3","2","3","3","3","1","1","1","1","3","3","3","3","3","3","3","-3","3","3","3","3","6","6","6","3","3","3","3","3","3","0","0","6","6","6","6","6","0","6","6","6","7","7","7","5","7","7","7","7","7","7","7","7","0","2","2","4","4","3","4","2","2","4","2","3","4","1","4","2","1","4","4","1","3","4","1","4","2","3","3","4","4","3","1","2","2","3","4","4","1","1","1","1","1","2","1","4","1","4","1","1","1","3","1","1","1","1","1","1","1","5","1","1","1","1","2","1","1","4","1","4","1","5","5"
85805722,"Health MSc","4","4","70","dog","koala","170","No","5","0","3","4","1","3","3","5","3","3","4","2","5","2","2","3","3","3","4","2","3","4","1","4","2","4","6","1","0","1","1","-3","0","0","2","1","0","1","3","1","1","1","-3","1","-1","0","1","-1","1","1","0","0","-3","2","1","-1","2","4","2","4","1","1","1","1","1","1","0","0","0","0","0","0","0","0","2","1","4","6","6","3","2","6","6","7","1","7","7","4","6","4","3","4","3","2","2","1","2","2","1","4","4","3","3","3","3","2","3","2","2","3","4","1","4","2","1","2","1","3","2","3","1","4","3","3","3","1","4","3","2","1","2","2","1","1","1","2","5","2","3","4","2","3","3","1","2","2","4","4","1","1","4","3","1","2","5","7","5","4","6","5"
86317838,"Other Research MSc","3","8","72","both","echidna","160","Yes","1","2","4","4","2","2","5","3","3","4","4","3","4","2","3","3","3","3","2","1","2","1","2","3","1","1","1","2","1","-3","2","1","-3","2","1","1","2","0","2","1","2","2","1","0","2","1","1","0","2","2","0","1","2","1","1","0","1","4","3","3","-2","1","-2","1","1","1","4","2","0","0","1","0","0","3","1","5","5","2","2","1","1","2","4","2","1","1","1","1","1","2","1","3","2","0","0","2","3","2","1","2","3","3","1","4","1","3","3","1","2","5","5","2","4","3","3","5","1","5","2","1","1","2","4","3","3","3","1","2","1","1","2","1","3","1","1","1","2","2","3","5","3","1","5","1","1","4","2","4","4","4","2","1","1","4","4","6","4","5","5","5"
87677386,"Health MSc","8","2","85","dog","koala","162","Yes","6","1","2","3","6","2","5","3","4","2","2","3","2","3","4","4","2","4","2","4","4","5","3","2","2","2","2","2","0","-1","2","1","-2","2","2","2","1","1","3","1","2","1","1","1","1","2","3","-3","3","3","-3","3","-3","2","3","-3","3","6","5","6","-3","0","-3","-2","-3","3","4","0","3","0","0","3","3","3","6","5","6","7","7","7","7","7","7","7","7","7","7","7","7","1","0","3","4","4","4","4","1","3","4","1","3","4","1","3","1","1","2","1","1","2","3","1","3","1","1","4","1","3","1","4","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","5","5","6","6","4"
87995621,"Conversion MSc","7","2","76","dog","koala","180","Yes","5","2","1","3","4","3","1","2","5","4","1","4","4","4","5","2","4","4","2","4","4","3","5","3","4","18","20","3","3","-1","3","2","1","2","1","3","2","2","3","2","3","3","1","2","2","1","1","0","2","2","1","1","-3","1","0","0","2","6","6","6","1","1","0","2","1","2","4","5","4","2","6","6","4","4","4","6","6","7","7","6","6","7","6","6","7","7","7","6","6","1","2","2","2","2","3","3","1","3","3","2","3","3","2","2","2","1","2","2","1","3","3","1","3","1","2","2","1","3","1","1","1","2","2","1","3","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","2","1","1","1","5","6","4","6","6","5"
88799114,"Health MSc","5","4","66","neither","platypus","180","No","3","3","2","5","5","3","2","4","2","3","4","2","3","4","4","3","2","2","2","3","2","3","2","4","2","2","2","0","0","0","1","0","1","0","1","3","2","1","3","1","1","1","-1","0","0","1","-3","-1","1","1","-1","1","-3","1","1","-1","-1","2","2","2","-1","-1","-1","1","1","1","4","2","4","2","2","2","4","2","4","4","6","6","6","5","5","6","6","6","6","6","6","6","6","2","3","3","2","2","2","2","2","2","2","3","3","2","2","1","4","1","2","1","1","2","2","1","2","2","1","5","1","2","1","1","2","2","4","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","5","5","1","2","2","1","1","5","5","3","1","1","2","1","2","2","5","5","5","5","5","4"
88898960,"Other Research MSc","6","5","65","both","platypus","169","Yes","4","1","3","4","2","0","1","4","4","5","4","2","4","4","2","4","3","3","4","5","3","4","1","3","2","0","","0","0","2","1","0","1","0","2","2","0","0","0","-2","1","0","-1","2","0","0","1","1","1","1","1","0","-3","1","0","1","1","4","3","4","-3","-3","-3","-3","-3","-3","2","0","0","0","1","0","1","2","2","2","6","6","5","5","3","3","5","4","4","5","4","5","6","3","3","4","3","2","2","2","2","1","2","3","3","3","2","3","1","5","1","3","1","3","4","1","5","3","2","4","2","4","5","1","2","4","1","2","2","4","1","2","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","4","4","2","5","4","1"
90590430,"Conversion MSc","3","3","75","dog","koala","167","Yes","3","2","2","3","3","5","5","3","4","3","2","4","4","2","4","4","4","4","4","2","4","4","3","4","2","8","8","2","0","2","2","1","-1","2","2","1","1","0","3","2","1","-1","0","1","1","0","2","0","1","1","0","1","-2","1","0","0","1","4","2","4","-3","-1","-3","1","1","1","2","3","4","0","0","6","0","2","4","6","6","7","7","5","3","7","5","6","5","6","7","6","6","2","2","3","3","3","4","2","2","2","2","2","3","3","2","3","1","1","2","3","2","4","4","1","4","3","2","2","2","3","1","2","2","4","3","1","4","2","1","3","1","1","2","1","1","1","1","2","3","1","3","1","1","3","1","1","1","1","1","3","1","2","2","1","1","2","5","4","3","3","6","6"
92250747,"Conversion MSc","4","9","80","dog","koala","173","Yes","4","5","2","2","5","0","2","5","1","5","5","1","4","2","1","4","1","1","3","3","1","5","2","4","1","0","","1","1","-2","2","0","-3","1","0","3","1","-1","3","-1","3","1","-3","1","-1","1","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","0","0","2","3","3","-3","3","3","3","1","0","0","0","0","0","0","0","2","2","5","5","6","6","2","5","3","2","2","2","6","6","2","4","4","4","3","2","2","1","3","2","2","3","4","2","4","5","1","2","3","5","1","5","5","1","5","2","3","4","4","5","2","1","5","2","1","1","5","2","1","2","1","1","2","1","1","1","1","1","1","1","4","1","2","1","2","1","1","1","2","2","2","1","5","2","1","2","5","5","5","5","5","5"
92355386,"Other Research MSc","5","8","65","cat","wombat","180","Yes","4","2","3","4","2","3","4","2","4","3","2","4","2","4","4","3","4","4","4","2","4","4","4","3","4","12","12","1","1","0","2","0","0","2","1","1","1","1","2","1","1","1","0","1","0","1","2","1","2","2","1","2","0","2","2","1","2","4","2","2","0","1","1","1","1","1","4","4","5","4","4","4","4","2","3","5","6","6","6","7","7","6","7","6","7","6","6","7","7","2","1","3","3","3","3","3","2","3","3","4","3","3","2","3","2","2","2","3","1","2","4","2","4","3","2","4","2","4","2","2","2","3","2","1","4","2","2","2","2","2","2","2","1","2","2","2","2","2","2","3","3","2","2","2","2","2","2","3","2","2","2","2","2","2","5","5","5","5","5","5"
