"student.no","program","stats.exp","stats.anx","expected.grade","cat.dog","aus.animal","height","video.games","pathogen1","pathogen2","pathogen3","pathogen4","pathogen5","pathogen6","pathogen7","introversion1","introversion2","introversion3","introversion4","introversion5","introversion6","introversion7","introversion8","introversion9","introversion10","introversion11","introversion12","introversion13","introversion14","introversion15","introversion16","introversion17","introversion18","pre.drink","post.drink","exercise.attitude.1","exercise.attitude.2","exercise.attitude.3","exercise.attitude.4","exercise.attitude.5","exercise.attitude.6","exercise.attitude.7","exercise.attitude.8","exercise.attitude.9","exercise.attitude.10","exercise.attitude.11","exercise.attitude.12","exercise.attitude.13","exercise.attitude.14","exercise.attitude.15","exercise.attitude.16","exercise.attitude.17","exercise.attitude.18","exercise.attitude.19","exercise.intention.1","exercise.intention.2","exercise.intention.3","exercise.intention.4","exercise.intention.5","exercise.intention.6","exercise.intention.7","exercise.intention.8","exercise.intention.9","exercise.intention.10","exercise.intention.11","exercise.control.1","exercise.control.2","exercise.control.3","exercise.norms.1","exercise.norms.2","exercise.norms.3","exercise.norms.4","exercise.norms.5","exercise.norms.6","exercise.behaviour.1","exercise.behaviour.2","exercise.behaviour.3","exercise.behaviour.4","exercise.behaviour.5","exercise.behaviour.6","exercise.behaviour.7","exercise.behaviour.8","exercise.behaviour.9","exercise.behaviour.10","exercise.behaviour.11","support.1","support.2","support.3","support.4","support.5","support.6","support.7","support.8","support.9","support.10","support.11","support.12","stress.1","stress.2","stress.3","stress.4","stress.5","stress.6","stress.7","stress.8","stress.9","stress.10","stress.11","stress.12","stress.13","stress.14","stars.1","stars.2","stars.3","stars.4","stars.5","stars.6","stars.7","stars.8","stars.9","stars.10","stars.11","stars.12","stars.13","stars.14","stars.15","stars.16","stars.17","stars.18","stars.19","stars.20","stars.21","stars.22","stars.23","stars.24","stars.25","stars.26","stars.27","stars.28","stars.29","stars.30","stars.31","stars.32","stars.33","stars.34","stars.35","stars.36","stars.37","stars.38","stars.39","stars.40","stars.41","stars.42","stars.43","stars.44","stars.45","stars.46","stars.47","stars.48","stars.49","stars.50","stars.51","male1","male2","male3","female1","female2","female3"
61936004,"Other Research MSc","6","7","60","dog","kangaroo","155","Yes","3","5","4","3","5","6","4","2","4","5","2","4","4","4","4","4","3","3","4","1","4","5","2","4","4","0","0","0","0","2","1","0","-1","0","1","3","0","-1","1","0","3","1","-3","-3","0","0","2","-1","2","-1","-1","-1","-1","2","-1","-1","2","5","2","4","0","0","2","2","2","2","0","0","0","0","0","0","0","0","0","0","4","7","7","6","6","7","6","6","6","6","6","6","6","1","1","4","1","2","1","2","1","1","2","1","4","4","0","4","2","2","3","2","2","5","4","1","5","2","4","3","2","4","2","5","2","2","4","2","1","2","1","2","1","1","2","1","1","2","1","1","4","1","1","2","4","2","1","1","1","2","4","4","4","2","2","1","1","2","4","6","4","4","7","6"
62160545,"Other Research MSc","4","7","65","dog","koala","170","No","6","1","6","6","5","6","6","2","4","4","2","4","5","4","5","5","5","3","5","4","4","5","5","5","3","16","18","1","1","-3","2","1","-1","2","1","1","1","-2","3","3","1","0","-2","0","1","0","3","0","3","3","0","3","-3","3","-1","-1","3","6","4","3","3","3","-2","3","3","3","5","0","0","6","0","6","0","4","0","5","6","7","7","7","6","7","7","7","5","7","7","6","7","4","3","4","3","2","3","2","3","3","3","4","4","2","3","3","4","5","3","4","4","5","5","4","5","5","4","5","2","5","3","3","5","4","5","4","4","3","1","5","1","1","1","1","1","2","1","1","1","1","1","3","2","5","2","1","1","3","4","3","1","1","3","1","1","2","4","3","3","6","5","4"
62541511,"Other Research MSc","5","7","60","dog","koala","162","Yes","6","5","5","6","6","5","6","2","5","4","4","5","4","4","5","3","4","4","3","2","4","4","4","2","4","8","8","3","3","1","3","3","0","3","3","3","3","3","3","3","3","3","1","3","2","1","3","-3","3","1","0","1","-3","3","1","-1","3","5","4","4","3","3","-3","3","0","3","6","4","5","2","6","4","4","4","4","6","6","7","7","7","7","7","7","7","7","7","7","7","7","3","3","4","3","2","3","2","3","3","2","4","3","2","3","5","4","3","4","4","4","5","5","4","5","5","5","5","5","4","4","2","5","4","5","4","5","3","3","4","3","2","4","3","2","3","2","3","4","4","3","4","3","4","4","3","3","3","4","4","2","3","4","3","3","3","4","4","2","3","5","5"
64078813,"Conversion MSc","2","6","70","dog","koala","169","No","6","3","2","5","5","6","3","2","4","4","2","3","4","3","4","2","3","3","4","3","3","4","3","4","3","4","4","1","0","0","1","1","0","1","0","1","1","0","1","1","1","1","0","1","0","1","1","0","1","3","1","3","-3","1","1","1","1","4","3","4","0","0","0","0","0","0","2","2","2","0","0","0","0","2","2","4","4","6","6","7","7","4","7","6","6","6","4","6","6","2","2","3","3","3","2","3","2","2","2","2","3","2","2","2","3","3","4","3","2","3","4","1","4","3","3","3","3","3","3","1","3","3","2","3","3","3","2","3","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","2","2","2","2","3","2","2","3","2","2","3","5","5","5","5","5","5"
64735687,"Conversion MSc","1","6","70","dog","platypus","165","No","3","0","1","0","2","0","1","2","4","2","4","3","1","5","5","1","3","4","1","4","3","3","3","1","2","2","2","1","2","0","2","-2","-1","2","0","2","2","1","3","1","2","1","-1","0","1","0","1","0","0","2","1","0","0","0","1","0","2","6","2","5","0","2","0","1","1","1","0","0","0","0","0","2","2","0","0","1","6","3","3","2","2","3","2","4","2","4","3","2","3","1","0","1","4","4","4","3","0","3","4","0","2","4","0","1","2","1","2","1","1","2","2","1","2","2","2","1","2","2","1","1","1","1","2","4","1","1","2","2","3","1","2","1","2","4","1","1","4","2","3","3","2","3","2","3","3","2","3","3","2","2","4","2","2","3","5","5","5","5","5","5"
64788085,"Conversion MSc","5","2","68","dog","koala","170.18","Yes","2","0","6","0","6","5","2","2","5","4","1","2","4","3","5","5","3","4","5","4","5","4","2","4","1","10","12","2","3","-1","3","-1","-2","-1","2","3","1","1","2","2","3","","-1","-1","-1","-1","3","3","3","-3","3","-3","3","3","-3","3","3","5","3","3","3","3","3","3","-1","-1","0","1","0","0","5","5","5","0","5","4","6","7","7","7","7","7","2","2","6","6","7","7","5","1","1","4","3","3","4","2","1","3","2","3","4","2","0","2","1","1","3","2","1","3","4","4","1","3","4","4","4","1","2","3","1","2","2","2","2","1","1","1","1","1","1","1","1","1","3","1","1","1","1","1","1","1","1","1","1","1","3","1","1","1","1","1","1","1","7","7","4","7","4","6"
65148639,"Other Research MSc","5","6","70","both","kangaroo","158","No","2","3","4","2","5","0","0","4","4","2","3","3","5","1","1","4","2","4","4","3","2","2","1","4","2","12","13","3","3","-3","3","0","-1","2","1","1","0","0","2","2","3","0","-2","0","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","3","1","4","2","2","-3","1","2","2","4","5","4","0","4","1","4","2","2","2","5","5","5","3","2","5","4","3","3","5","5","6","2","3","2","4","3","2","2","2","4","2","2","3","4","2","2","3","2","2","2","1","1","2","4","2","3","4","2","3","2","2","4","1","1","3","2","1","2","4","1","3","1","1","1","1","1","1","1","1","1","1","3","1","1","1","1","1","1","1","3","1","4","1","1","1","1","1","5","5","5","5","4","5"
66462653,"Other Research MSc","3","4","66","dog","koala","168","No","3","2","5","3","6","6","4","3","3","4","4","2","4","3","3","2","2","2","4","3","3","3","2","4","2","9","9","1","1","1","3","1","0","3","1","3","2","1","3","2","3","3","0","1","1","1","-1","-1","1","1","-1","1","1","0","1","-1","-1","6","3","3","-1","0","1","3","3","3","0","2","0","0","0","0","0","0","0","6","6","6","4","7","6","4","5","5","3","6","4","5","6","2","2","3","2","2","2","2","2","2","2","2","3","3","2","3","3","3","3","3","2","4","4","1","5","3","3","3","3","5","3","1","1","4","3","3","3","4","1","3","1","3","2","1","1","1","1","1","2","1","2","3","1","2","2","1","1","3","3","3","1","1","3","1","1","2","3","4","3","5","6","5"
66643647,"Health MSc","6","5","60","dog","koala","168","Yes","2","2","2","4","3","2","3","2","5","4","2","4","5","2","4","4","2","3","4","2","4","4","4","4","2","10","10","0","1","-1","0","-1","-1","-1","1","1","1","1","1","1","1","-1","-1","1","0","-1","2","-3","1","1","-2","0","1","2","1","-2","2","6","4","4","2","2","0","1","1","2","1","3","0","0","1","0","0","0","2","2","5","6","6","7","3","6","6","6","3","6","6","6","5","4","3","3","3","2","2","1","2","1","2","4","3","3","2","4","4","4","3","3","2","5","5","1","4","3","3","2","3","3","4","1","3","3","3","4","2","3","2","2","3","1","4","1","1","2","1","2","2","1","2","4","4","1","1","1","1","1","2","3","1","2","3","1","1","3","2","6","6","2","7","5"
66922232,"Conversion MSc","5","7","62","both","koala","181","Yes","6","0","4","6","5","4","6","4","3","4","4","4","4","2","3","3","3","2","4","4","3","2","3","4","2","10","10","3","3","-1","3","0","-1","3","0","3","3","0","1","1","3","3","1","0","1","1","3","-3","3","3","-3","3","-3","3","3","-3","3","4","4","6","-1","1","1","3","3","3","4","6","4","2","0","4","2","4","4","6","6","4","3","6","6","3","6","6","3","6","3","6","6","3","3","4","2","1","2","2","3","3","2","4","3","2","4","3","2","4","3","3","3","3","4","1","4","4","4","3","3","4","4","2","3","4","3","3","3","4","1","1","1","1","1","1","1","1","1","2","1","1","2","1","1","1","1","1","1","1","1","3","1","1","3","1","1","1","5","6","4","6","5","5"
67029466,"Conversion MSc","1","9","50","both","echidna","158","No","6","3","5","0","6","3","1","4","5","5","4","5","2","2","4","1","5","3","5","4","5","2","4","4","4","","","3","3","-3","3","3","0","3","3","3","3","3","3","3","3","3","1","3","3","3","3","-3","3","3","3","3","-3","0","3","-3","3","6","3","3","-3","3","-3","3","3","3","6","6","0","6","6","0","0","6","6","6","6","1","1","7","4","1","4","4","4","7","1","6","6","3","3","4","3","1","2","2","1","4","2","2","4","4","1","5","4","4","5","5","4","5","5","1","5","4","5","4","5","5","4","1","4","4","5","5","5","4","3","5","3","1","2","1","1","5","1","3","5","1","5","5","5","4","5","2","3","1","1","5","1","1","2","3","2","5","3","5","7","7","7","7"
67287918,"Health MSc","5","4","85","dog","koala","168","No","4","3","3","2","5","4","6","4","5","2","2","4","2","4","4","2","4","4","4","4","5","4","3","4","4","9","7","3","3","-1","3","2","0","3","3","3","3","2","3","2","3","3","3","2","2","2","3","0","2","2","0","1","0","2","2","0","3","4","4","5","1","2","0","2","2","2","5","6","1","4","5","4","0","4","6","5","4","7","7","7","7","7","7","7","7","7","7","7","7","1","1","2","3","3","3","4","1","3","3","1","4","3","1","4","3","4","4","3","4","4","5","3","5","2","2","5","2","5","2","2","2","2","4","3","3","2","2","4","3","2","2","1","1","3","1","2","3","2","2","2","4","3","2","1","1","3","4","3","4","2","3","2","2","3","5","6","4","6","6","4"
69210384,"Health MSc","5","6","60","both","kangaroo","155","No","3","1","3","2","2","1","1","3","4","2","4","2","2","4","2","2","2","3","4","3","4","1","2","2","3","0","0","3","1","-2","2","1","0","2","2","1","2","3","1","2","2","2","2","3","-1","2","2","-3","2","1","-3","1","-3","1","1","-3","2","5","3","6","-1","1","1","1","1","1","5","0","4","0","5","6","6","4","5","5","5","6","6","6","6","7","6","6","7","7","7","7","6","2","1","2","3","3","3","3","1","3","3","2","3","3","1","4","2","3","3","4","2","4","4","4","4","4","4","3","4","4","3","5","1","2","3","1","4","2","2","4","2","1","1","1","1","2","1","1","3","1","2","3","2","4","1","1","1","1","2","2","2","1","2","2","1","2","5","7","5","5","6","6"
69882502,"Conversion MSc","5","2","70","dog","wombat","188","Yes","6","0","1","3","4","1","2","2","4","4","5","2","4","2","2","1","2","3","5","4","3","4","2","4","1","10","10","1","-1","0","3","-1","0","3","0","3","-3","1","3","1","3","-1","-1","0","2","0","1","0","1","1","0","-1","0","1","2","0","1","6","4","4","-1","-1","-1","1","1","1","4","4","0","0","0","1","0","4","4","5","6","7","7","6","6","7","4","4","6","4","7","6","4","3","3","3","3","3","2","2","2","4","2","2","3","3","2","3","2","1","2","3","3","4","4","1","4","4","2","4","3","4","1","3","1","1","5","1","3","1","2","1","2","1","2","1","4","1","1","2","1","1","2","2","1","2","1","1","1","2","2","2","1","2","2","2","1","1","4","6","5","6","3","4"
70108031,"Health MSc","5","7","60","both","koala","163","Yes","2","0","4","3","5","4","4","2","5","3","2","4","3","3","5","3","4","4","4","1","4","2","3","3","3","10","10","3","1","0","3","1","0","3","3","3","1","0","3","1","3","2","0","0","-1","1","3","0","1","0","-1","0","-3","3","1","-1","3","5","3","3","-3","-3","-3","2","1","2","5","0","4","0","0","0","0","4","6","6","6","7","7","5","5","7","5","5","3","6","7","7","4","0","0","2","3","3","3","3","1","4","3","0","3","3","2","4","4","4","3","1","2","3","5","2","5","1","4","4","1","5","3","3","3","5","5","1","3","3","1","3","1","1","1","1","1","2","1","1","2","1","1","3","2","3","2","1","1","2","1","2","1","1","3","1","1","2","5","5","3","4","3","5"
71661911,"Conversion MSc","1","9","80","neither","kangaroo","166","No","6","2","6","6","4","4","6","4","4","4","4","3","4","3","4","2","3","4","5","2","3","4","2","4","2","0","0","3","3","-1","3","3","0","3","3","3","1","3","3","2","2","3","3","2","3","3","3","3","3","3","3","3","-3","3","3","3","3","0","6","6","-1","-1","3","3","3","3","1","6","4","0","0","2","4","4","6","6","6","5","5","7","5","5","7","7","7","6","5","7","6","3","4","4","1","1","1","1","4","2","1","3","4","1","3","5","3","5","5","4","5","4","5","3","5","4","4","5","5","5","5","4","4","5","5","5","4","5","2","4","1","1","1","1","1","2","1","1","1","1","2","1","5","2","2","1","1","3","1","1","1","1","1","1","1","5","4","5","2","2","2","3"
75544403,"Health MSc","5","7","50","dog","platypus","160","Yes","5","6","6","4","5","3","6","3","4","4","5","4","2","4","4","2","5","1","4","2","3","4","4","4","2","20","14","-1","0","3","1","-1","-1","1","1","1","0","-1","1","1","1","1","0","0","0","1","1","1","1","0","1","1","0","1","1","1","1","4","3","4","0","0","0","1","1","1","2","2","0","0","2","0","0","2","0","4","6","6","6","6","6","7","7","6","4","6","6","6","6","1","3","3","3","2","3","2","2","3","2","1","2","3","1","1","2","5","1","2","2","4","4","1","3","2","2","2","2","3","4","2","1","5","4","3","4","4","2","2","2","2","2","2","1","4","1","2","4","3","3","3","2","4","4","1","2","2","4","4","2","2","3","2","2","2","5","8","4","5","3","5"
78430472,"Conversion MSc","7","5","75","both","wombat","160","Yes","5","5","5","6","6","6","1","3","4","4","4","3","3","2","2","4","2","3","2","2","3","4","3","3","3","0","0","1","0","0","1","0","0","-1","0","1","0","1","1","1","2","0","-2","1","0","-1","2","0","2","1","1","0","0","2","1","0","2","3","2","2","3","3","0","2","0","1","0","2","2","0","0","4","5","0","1","3","","6","7","6","6","6","6","6","6","7","6","5","6","2","1","1","2","3","4","4","1","2","3","2","3","2","1","4","3","1","3","3","3","3","4","3","4","3","2","3","2","4","1","2","3","1","3","2","3","2","2","3","2","2","3","1","2","3","2","2","3","2","3","3","2","3","3","1","1","2","3","3","2","2","3","2","1","2","7","7","7","7","7","6"
78792698,"Conversion MSc","6","1","80","both","koala","172","Yes","5","1","4","4","5","5","1","4","4","4","4","3","2","3","5","4","2","3","4","1","4","2","5","2","1","","","3","3","3","3","1","-1","2","1","2","2","-1","2","2","3","2","3","1","3","2","1","0","3","3","1","1","-3","3","0","0","2","5","5","5","-3","-1","-1","1","-1","1","4","6","6","0","0","0","0","4","6","5","5","3","5","5","2","6","6","7","1","6","5","4","7","1","1","4","2","3","3","2","1","2","3","2","3","3","2","3","1","1","1","1","1","1","3","1","3","1","1","2","2","3","1","1","1","2","1","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","3","1","1","1","3","1","1","1","5","7","7","7","4","6"
78833449,"Conversion MSc","2","6","70","dog","koala","162","No","6","5","5","6","5","5","6","1","4","2","4","3","2","4","4","3","4","3","5","4","5","2","4","3","2","6","6","3","1","-1","3","1","0","3","3","3","1","2","3","1","3","2","0","3","2","0","3","-3","3","3","-2","-3","1","2","3","-3","3","2","2","4","-1","3","-3","3","3","3","0","5","4","0","4","4","4","3","3","5","6","6","6","7","7","6","5","5","7","5","7","7","5","2","1","2","3","4","3","4","2","2","3","2","4","2","2","3","4","4","3","3","3","4","4","3","4","2","5","4","5","4","2","2","3","2","4","4","2","2","3","3","2","3","2","2","1","2","1","1","2","1","2","3","1","3","2","1","1","1","3","2","1","1","3","3","2","1","5","5","6","3","3","5"
79564952,"Other Research MSc","5","7","65","dog","koala","164","No","3","5","2","2","4","6","5","1","5","4","2","5","2","4","5","3","1","4","5","3","4","4","4","4","4","20","18","2","2","-2","3","0","-2","3","2","2","1","1","2","2","3","2","-1","2","-1","2","2","1","2","2","0","2","-3","2","2","1","-1","4","4","6","3","3","3","3","3","3","6","0","6","0","0","6","4","5","0","6","6","6","6","7","7","7","6","6","7","6","6","6","6","3","2","4","3","2","3","3","2","3","2","1","4","2","1","4","2","2","3","3","1","4","4","1","4","3","2","3","1","5","2","1","1","2","3","4","2","2","4","2","1","1","1","1","2","3","1","2","3","1","2","4","4","3","2","1","1","2","3","2","2","2","2","1","1","2","4","6","2","4","6","4"
79638952,"Conversion MSc","1","9","60","cat","platypus","173","Yes","3","2","2","5","3","5","6","4","4","5","3","4","5","2","4","4","4","2","4","1","3","2","3","4","2","","","-2","-2","-1","-2","-2","-2","-2","-3","0","-3","0","1","-3","1","-3","-2","1","-2","-2","1","0","2","-3","-2","-3","1","2","1","-2","-1","2","2","3","-3","1","-2","1","2","0","0","2","0","0","0","0","0","0","4","4","6","6","5","6","5","6","3","3","6","3","6","6","3","4","1","4","1","0","1","1","4","1","0","3","2","1","4","5","5","5","4","5","3","5","5","2","4","3","4","2","4","4","5","3","5","4","4","3","5","5","1","5","2","1","2","1","1","5","1","2","5","2","3","3","4","4","1","1","2","3","1","3","1","2","3","1","1","5","5","4","3","3","3","2"
79939068,"Health MSc","7","3","70","both","wombat","157.48","Yes","4","5","4","0","6","5","6","5","3","4","5","2","4","2","3","4","2","4","4","3","3","4","2","3","2","3","3","2","2","1","3","2","0","2","0","2","2","0","3","2","3","2","0","1","2","1","2","0","3","3","2","2","3","2","1","2","2","4","2","2","1","2","0","3","3","3","0","1","4","0","0","0","4","0","6","4","6","7","7","7","7","7","4","4","6","5","7","7","4","2","2","3","3","2","3","2","1","3","3","2","3","3","2","4","5","5","2","5","3","5","5","2","5","5","2","5","4","5","4","2","2","1","4","1","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","6","2","4","5","4"
80554344,"Conversion MSc","1","9","60","both","kangaroo","161","Yes","0","0","4","1","1","6","3","1","4","4","4","2","5","3","5","5","5","4","4","3","4","4","4","5","3","0","0","0","0","-1","1","0","-1","0","1","0","0","-1","1","1","1","1","-1","-2","1","0","0","0","2","0","0","0","1","0","0","0","-1","0","0","0","-1","-1","-1","0","0","0","0","0","0","0","3","2","0","0","3","4","4","7","7","7","7","7","7","7","7","7","7","7","7","3","1","3","3","3","2","4","1","2","3","2","4","3","1","3","3","1","3","3","3","3","3","2","3","3","3","3","4","3","2","3","1","3","3","3","1","3","1","5","2","1","1","1","1","5","1","1","2","1","3","2","3","5","2","1","2","3","4","3","2","1","4","1","1","3","3","2","3","2","2","5"
81456766,"Other Research MSc","5","4","70","dog","kangaroo","165","No","5","1","1","5","5","4","5","2","4","2","4","4","2","4","4","2","4","5","2","2","4","2","2","4","1","1","1","3","3","-1","3","2","-2","3","0","3","3","2","3","3","3","3","2","2","2","2","1","-2","3","3","1","1","-3","1","3","-3","2","5","4","6","-3","-3","-3","1","2","1","5","5","6","0","4","4","0","5","2","5","6","6","6","5","3","5","6","5","3","6","6","6","6","1","1","2","4","3","4","3","1","3","3","2","3","3","1","2","1","3","3","1","1","2","4","1","3","1","2","3","3","4","2","1","2","1","1","2","2","1","1","2","1","1","1","1","1","2","1","1","2","1","1","1","1","2","1","1","1","1","3","1","1","2","4","1","1","1","2","8","3","4","8","7"
81720545,"Other Research MSc","6","7","60","cat","platypus","183","Yes","4","2","2","0","5","2","0","2","4","4","2","5","2","4","5","4","4","4","4","2","4","4","3","4","5","","","1","0","1","3","1","0","0","0","1","1","1","3","1","3","-1","-1","1","2","1","1","1","1","1","1","1","-3","1","-1","1","1","3","2","2","3","1","3","3","1","1","0","0","0","0","0","0","0","0","0","4","6","6","6","6","6","7","6","6","6","6","7","6","6","3","2","3","4","3","4","3","2","4","3","3","3","4","2","3","1","1","3","2","1","4","5","1","4","3","2","4","1","4","1","1","1","1","2","2","2","1","1","2","1","2","1","1","1","4","1","1","4","2","4","2","4","2","2","1","1","4","3","3","1","1","1","2","1","4","4","6","4","4","6","7"
81869440,"Other Research MSc","6","5","65","both","platypus","169","Yes","4","1","3","4","2","0","1","4","4","5","4","2","4","4","2","4","3","3","4","5","3","4","1","3","2","0","","0","0","2","1","0","1","0","2","2","0","0","0","-2","1","0","-1","2","0","0","1","1","1","1","1","0","-3","1","0","1","1","4","3","4","-3","-3","-3","-3","-3","-3","2","0","0","0","1","0","1","2","2","2","6","6","5","5","3","3","5","4","4","5","4","5","6","3","3","4","3","2","2","2","2","1","2","3","3","3","2","3","1","5","1","3","1","3","4","1","5","3","2","4","2","4","5","1","2","4","1","2","2","4","1","2","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","4","4","2","5","4","1"
82040415,"Other Research MSc","3","7","60","both","koala","172","Yes","5","3","4","5","3","6","4","4","4","2","4","4","2","3","4","4","4","4","2","2","3","4","3","4","3","0","","2","1","2","1","1","1","1","1","2","2","1","1","1","1","1","0","0","0","1","2","2","2","1","2","2","-3","0","2","2","1","4","4","3","2","2","2","2","1","2","5","5","0","3","4","0","0","5","0","5","5","6","6","6","5","6","6","5","5","5","5","5","5","3","2","2","2","2","2","2","2","2","1","2","3","2","2","4","3","1","3","3","3","4","4","3","4","3","3","3","2","4","1","3","3","1","3","3","4","3","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1","4","1","1","1","1","2","1","2","1","3","1","1","2","5","5","5","5","5","5"
82164786,"Conversion MSc","1","3","85","dog","wombat","173","No","5","0","3","2","4","2","3","1","5","4","4","4","4","3","3","2","5","5","1","4","5","4","3","2","3","1","1","3","3","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","0","2","2","3","2","2","-3","2","3","2","3","6","6","6","3","3","3","3","3","3","6","4","2","0","2","4","1","6","6","6","6","4","6","6","6","6","6","6","6","6","4","7","6","1","1","2","3","3","3","3","0","3","3","1","3","3","2","4","3","1","2","3","1","2","4","1","1","2","1","2","1","2","1","1","3","1","4","3","4","1","1","3","1","1","1","1","1","1","1","1","1","1","1","3","1","2","1","1","1","1","4","1","1","1","1","1","1","1","7","6","7","5","8","2"
83556771,"Conversion MSc","3","3","65","both","koala","174","Yes","5","2","2","2","3","3","2","3","4","2","3","3","2","3","5","1","1","4","2","3","3","3","3","2","2","2","2","-1","-1","-2","0","-2","-3","-3","-2","0","-2","-2","2","-3","0","-1","-1","-3","-1","-1","-3","-1","-3","-1","-1","-1","-3","-1","-1","-1","-1","6","3","0","-2","-2","-2","-2","-2","-2","0","0","0","0","0","0","0","0","0","0","5","1","3","6","6","1","4","","4","5","4","2","5","0","1","1","2","3","4","2","3","3","4","1","2","3","1","3","3","2","3","2","3","2","3","1","3","3","3","3","2","3","3","2","2","3","4","2","4","3","2","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","5","5","4","4","4","4"
83806161,"Conversion MSc","1","6","60","neither","koala","164","No","5","1","6","4","5","6","6","3","4","4","3","2","4","3","4","2","3","2","4","3","3","4","3","4","3","8","6","3","3","1","3","2","0","2","2","2","3","1","3","3","3","2","3","2","3","1","2","0","2","1","1","0","-3","1","2","0","2","6","5","6","-2","-2","0","2","2","2","6","5","6","5","0","1","1","6","4","6","5","7","7","6","6","7","6","6","6","7","7","7","7","2","1","3","3","3","3","3","1","2","3","2","2","3","0","4","4","1","4","4","4","3","4","4","4","4","4","4","4","4","1","4","3","1","4","4","3","1","3","4","3","3","3","3","1","4","1","4","5","2","3","4","3","4","4","4","3","4","2","4","3","1","3","3","3","4","5","5","5","5","5","5"
84291474,"Conversion MSc","1","9","100","both","kangaroo","162.56","Yes","4","3","2","2","6","6","6","3","3","5","5","3","5","4","4","4","2","4","5","1","4","5","4","5","2","2","2","2","2","-3","2","1","0","2","2","2","2","1","3","1","2","3","2","1","2","2","3","-3","3","3","3","3","-3","3","3","0","0","6","4","5","3","3","-3","3","3","3","6","0","6","2","0","6","0","4","4","5","4","7","7","4","3","7","7","6","4","7","7","6","7","2","2","3","4","4","4","2","3","4","3","1","4","3","2","5","4","1","5","5","2","5","5","1","5","5","4","4","5","5","1","4","3","4","5","5","4","4","1","3","1","1","1","1","1","5","1","1","1","1","2","3","4","1","4","1","1","3","3","2","1","5","1","1","1","5","5","5","5","5","5","5"
84462831,"Other Research MSc","4","6","92","cat","kangaroo","165","No","6","3","3","5","5","6","5","4","4","1","4","3","2","4","4","2","3","2","5","4","4","4","4","4","3","12","12","3","2","0","3","3","1","3","3","3","3","1","3","3","3","2","1","1","2","2","3","1","3","3","2","2","1","3","3","2","3","5","5","6","-1","2","-1","3","2","3","2","4","4","4","4","4","2","4","6","6","6","6","6","7","3","4","4","7","5","7","4","6","7","2","1","2","4","3","4","3","2","4","3","2","4","3","0","2","1","1","2","1","1","2","3","1","2","1","2","2","1","1","1","1","1","1","1","1","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","4","1","1","1","2","1","1","1","2","4","1","1","1","4","8","4","5","8","6"
85447659,"Conversion MSc","7","6","81","cat","koala","159","No","4","1","4","6","4","3","5","3","4","3","4","3","2","4","2","4","4","4","3","2","4","4","3","4","3","1","1","2","1","0","3","1","1","3","2","2","3","2","3","2","3","2","0","2","1","1","1","-3","2","3","1","2","-3","3","3","0","0","5","3","4","-3","1","-2","3","1","0","0","4","2","2","6","0","2","3","4","5","6","5","6","6","5","6","6","6","3","4","6","5","5","2","2","3","3","4","3","2","2","3","3","3","4","3","3","3","4","3","3","4","3","3","4","3","3","3","3","4","3","3","4","2","2","4","4","3","2","3","2","1","1","1","2","1","1","1","1","1","1","1","3","2","1","2","1","1","1","2","2","1","2","2","2","2","1","1","5","5","4","5","5","4"
85472225,"Health MSc","2","8","55","neither","wombat","170","No","6","1","4","1","1","3","1","4","3","2","4","3","3","2","2","4","2","2","4","2","2","4","2","4","3","4","6","1","0","-2","1","0","0","1","0","0","-1","-2","1","0","1","0","-1","1","-2","-1","-1","-2","0","-1","-2","-2","-3","0","-1","-2","-1","4","3","4","0","1","-2","1","1","1","6","2","0","6","0","0","0","6","2","5","6","7","7","7","7","7","7","7","7","7","7","7","7","2","1","4","2","1","1","2","2","2","2","1","4","3","1","4","3","4","4","3","4","3","5","4","5","3","4","4","3","3","3","4","5","3","4","4","4","4","1","5","1","1","1","1","1","3","1","1","3","1","2","2","5","3","1","1","1","3","1","1","5","1","4","1","1","5","5","4","4","4","5","5"
85667967,"Conversion MSc","1","6","60","both","koala","163","No","6","3","5","5","6","6","6","2","4","4","4","3","4","4","4","3","4","4","4","2","4","4","2","4","2","3","3","1","1","1","1","1","-1","1","1","1","1","-1","2","1","1","1","1","0","1","1","2","0","2","1","0","0","-3","1","0","0","2","3","3","3","-1","-1","0","0","1","1","4","0","4","4","0","0","2","4","3","4","5","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","3","3","3","3","1","3","3","2","2","2","1","3","3","2","3","4","3","3","4","3","4","3","3","4","3","4","2","3","3","3","3","4","4","3","3","4","2","2","2","2","1","4","1","2","3","2","4","2","4","4","2","2","2","3","2","2","2","1","4","2","2","4","5","4","4","5","5","5"
